loss,grad_norm,learning_rate,epoch,eval_loss,eval_accuracy,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.2377,7.254096984863281,1.997968855788761e-05,0.003385240352064997,,,,,,,,,,,
0.179,2.338458299636841,1.9957120288873845e-05,0.006770480704129994,,,,,,,,,,,
0.1276,11.543998718261719,1.993455201986008e-05,0.010155721056194989,,,,,,,,,,,
0.1619,5.1138739585876465,1.991198375084631e-05,0.013540961408259987,,,,,,,,,,,
0.2582,5.01990270614624,1.9889415481832545e-05,0.016926201760324982,,,,,,,,,,,
0.1709,12.462898254394531,1.986684721281878e-05,0.020311442112389978,,,,,,,,,,,
0.1411,5.834144592285156,1.984427894380501e-05,0.023696682464454975,,,,,,,,,,,
0.1501,8.183490753173828,1.9821710674791245e-05,0.027081922816519974,,,,,,,,,,,
0.2113,13.054718971252441,1.979914240577748e-05,0.03046716316858497,,,,,,,,,,,
0.1888,14.467338562011719,1.977657413676371e-05,0.033852403520649964,,,,,,,,,,,
0.1407,13.765396118164062,1.9754005867749945e-05,0.037237643872714964,,,,,,,,,,,
0.2091,13.16235637664795,1.973143759873618e-05,0.040622884224779957,,,,,,,,,,,
0.2286,16.065563201904297,1.970886932972241e-05,0.044008124576844956,,,,,,,,,,,
0.3629,12.83202838897705,1.9686301060708645e-05,0.04739336492890995,,,,,,,,,,,
0.1266,9.282153129577637,1.966373279169488e-05,0.05077860528097495,,,,,,,,,,,
0.1601,11.652114868164062,1.964116452268111e-05,0.05416384563303995,,,,,,,,,,,
0.1173,5.045125484466553,1.9618596253667345e-05,0.05754908598510494,,,,,,,,,,,
0.3458,10.815634727478027,1.959602798465358e-05,0.06093432633716994,,,,,,,,,,,
0.1754,13.4570894241333,1.957345971563981e-05,0.06431956668923494,,,,,,,,,,,
0.1786,2.1688175201416016,1.9550891446626045e-05,0.06770480704129993,,,,,,,,,,,
0.3287,7.988942623138428,1.952832317761228e-05,0.07109004739336493,,,,,,,,,,,
0.2177,5.4728684425354,1.9505754908598513e-05,0.07447528774542993,,,,,,,,,,,
0.1895,21.881999969482422,1.9483186639584745e-05,0.07786052809749493,,,,,,,,,,,
0.1569,7.268103122711182,1.946061837057098e-05,0.08124576844955991,,,,,,,,,,,
0.1291,9.149557113647461,1.9438050101557213e-05,0.08463100880162491,,,,,,,,,,,
0.1976,8.71843433380127,1.9415481832543445e-05,0.08801624915368991,,,,,,,,,,,
0.2702,13.23405933380127,1.939291356352968e-05,0.09140148950575491,,,,,,,,,,,
0.2768,18.650386810302734,1.9370345294515913e-05,0.0947867298578199,,,,,,,,,,,
0.269,6.452620983123779,1.9347777025502144e-05,0.0981719702098849,,,,,,,,,,,
0.1983,12.184232711791992,1.932520875648838e-05,0.1015572105619499,,,,,,,,,,,
0.1906,9.256117820739746,1.9302640487474613e-05,0.1049424509140149,,,,,,,,,,,
0.2243,11.113064765930176,1.9280072218460844e-05,0.1083276912660799,,,,,,,,,,,
0.3382,30.297822952270508,1.925750394944708e-05,0.11171293161814488,,,,,,,,,,,
0.1747,14.089638710021973,1.9234935680433313e-05,0.11509817197020988,,,,,,,,,,,
0.2021,1.3507784605026245,1.9212367411419544e-05,0.11848341232227488,,,,,,,,,,,
0.1534,21.52027130126953,1.918979914240578e-05,0.12186865267433988,,,,,,,,,,,
0.2754,5.213168144226074,1.9167230873392013e-05,0.12525389302640488,,,,,,,,,,,
0.1314,10.090641975402832,1.9144662604378244e-05,0.12863913337846988,,,,,,,,,,,
0.1867,4.341718673706055,1.912209433536448e-05,0.13202437373053486,,,,,,,,,,,
0.1254,1.5860645771026611,1.9099526066350713e-05,0.13540961408259986,,,,,,,,,,,
0.2063,12.113303184509277,1.9076957797336944e-05,0.13879485443466485,,,,,,,,,,,
0.224,6.4134368896484375,1.905438952832318e-05,0.14218009478672985,,,,,,,,,,,
0.2133,9.028071403503418,1.9031821259309413e-05,0.14556533513879485,,,,,,,,,,,
0.2104,4.915788650512695,1.9009252990295644e-05,0.14895057549085985,,,,,,,,,,,
0.1825,18.222936630249023,1.898668472128188e-05,0.15233581584292485,,,,,,,,,,,
0.2523,3.664884328842163,1.8964116452268113e-05,0.15572105619498985,,,,,,,,,,,
0.2734,15.149401664733887,1.8941548183254344e-05,0.15910629654705485,,,,,,,,,,,
0.2524,5.536163330078125,1.891897991424058e-05,0.16249153689911983,,,,,,,,,,,
0.3464,10.65250301361084,1.8896411645226813e-05,0.16587677725118483,,,,,,,,,,,
0.2616,2.6843972206115723,1.8873843376213044e-05,0.16926201760324983,,,,,,,,,,,
0.2015,4.378451824188232,1.885127510719928e-05,0.17264725795531483,,,,,,,,,,,
0.2522,17.737812042236328,1.8828706838185513e-05,0.17603249830737983,,,,,,,,,,,
0.1744,11.027059555053711,1.8806138569171744e-05,0.17941773865944483,,,,,,,,,,,
0.2085,6.761682987213135,1.878357030015798e-05,0.18280297901150983,,,,,,,,,,,
0.2647,8.713152885437012,1.8761002031144213e-05,0.18618821936357483,,,,,,,,,,,
0.1173,8.965743064880371,1.8738433762130444e-05,0.1895734597156398,,,,,,,,,,,
0.1992,11.159310340881348,1.8715865493116682e-05,0.1929587000677048,,,,,,,,,,,
0.206,14.058830261230469,1.8693297224102913e-05,0.1963439404197698,,,,,,,,,,,
0.1059,12.235834121704102,1.8670728955089144e-05,0.1997291807718348,,,,,,,,,,,
0.173,14.60067367553711,1.8648160686075382e-05,0.2031144211238998,,,,,,,,,,,
0.2078,14.2982177734375,1.8625592417061613e-05,0.2064996614759648,,,,,,,,,,,
0.2405,2.8522026538848877,1.8603024148047844e-05,0.2098849018280298,,,,,,,,,,,
0.2746,14.26214599609375,1.8580455879034082e-05,0.2132701421800948,,,,,,,,,,,
0.2799,15.270176887512207,1.8557887610020313e-05,0.2166553825321598,,,,,,,,,,,
0.2718,8.746430397033691,1.8535319341006544e-05,0.22004062288422477,,,,,,,,,,,
0.2798,13.446771621704102,1.8512751071992782e-05,0.22342586323628977,,,,,,,,,,,
0.1919,2.843266725540161,1.8490182802979013e-05,0.22681110358835477,,,,,,,,,,,
0.1659,9.621868133544922,1.8467614533965244e-05,0.23019634394041977,,,,,,,,,,,
0.2809,11.079437255859375,1.8445046264951482e-05,0.23358158429248477,,,,,,,,,,,
0.196,3.141462564468384,1.8422477995937713e-05,0.23696682464454977,,,,,,,,,,,
0.422,7.0748419761657715,1.8399909726923944e-05,0.24035206499661477,,,,,,,,,,,
0.1679,12.450356483459473,1.8377341457910182e-05,0.24373730534867977,,,,,,,,,,,
0.2563,8.826804161071777,1.8354773188896413e-05,0.24712254570074474,,,,,,,,,,,
0.1938,8.608823776245117,1.8332204919882644e-05,0.25050778605280977,,,,,,,,,,,
0.1965,13.272438049316406,1.8309636650868882e-05,0.25389302640487477,,,,,,,,,,,
0.1864,10.586237907409668,1.8287068381855113e-05,0.25727826675693977,,,,,,,,,,,
0.0875,0.8952792286872864,1.8264500112841344e-05,0.26066350710900477,,,,,,,,,,,
0.2596,6.728457450866699,1.8241931843827582e-05,0.2640487474610697,,,,,,,,,,,
0.2381,5.89063835144043,1.8219363574813813e-05,0.2674339878131347,,,,,,,,,,,
0.3092,12.05364990234375,1.8196795305800047e-05,0.2708192281651997,,,,,,,,,,,
0.2606,8.849550247192383,1.8174227036786282e-05,0.2742044685172647,,,,,,,,,,,
0.2178,0.30642369389533997,1.8151658767772513e-05,0.2775897088693297,,,,,,,,,,,
0.1447,6.744407653808594,1.8129090498758747e-05,0.2809749492213947,,,,,,,,,,,
0.1341,8.308250427246094,1.8106522229744982e-05,0.2843601895734597,,,,,,,,,,,
0.4002,9.499591827392578,1.8083953960731213e-05,0.2877454299255247,,,,,,,,,,,
0.3694,16.136802673339844,1.8061385691717447e-05,0.2911306702775897,,,,,,,,,,,
0.3004,4.581467151641846,1.8038817422703682e-05,0.2945159106296547,,,,,,,,,,,
0.2782,8.995767593383789,1.8016249153689913e-05,0.2979011509817197,,,,,,,,,,,
0.2816,9.781306266784668,1.7993680884676147e-05,0.3012863913337847,,,,,,,,,,,
0.1534,15.577641487121582,1.7971112615662382e-05,0.3046716316858497,,,,,,,,,,,
0.3951,20.0975341796875,1.7948544346648613e-05,0.3080568720379147,,,,,,,,,,,
0.3215,14.42154598236084,1.7925976077634847e-05,0.3114421123899797,,,,,,,,,,,
0.0998,1.0048555135726929,1.7903407808621082e-05,0.3148273527420447,,,,,,,,,,,
0.1967,0.8870740532875061,1.7880839539607313e-05,0.3182125930941097,,,,,,,,,,,
0.4106,13.553191184997559,1.7858271270593547e-05,0.32159783344617465,,,,,,,,,,,
0.2357,15.14107608795166,1.7835703001579782e-05,0.32498307379823965,,,,,,,,,,,
0.2462,0.7167435884475708,1.7813134732566013e-05,0.32836831415030465,,,,,,,,,,,
0.0984,1.5557068586349487,1.7790566463552247e-05,0.33175355450236965,,,,,,,,,,,
0.2564,14.048646926879883,1.7767998194538482e-05,0.33513879485443465,,,,,,,,,,,
0.1889,7.43779182434082,1.7745429925524713e-05,0.33852403520649965,,,,,,,,,,,
0.2826,22.699338912963867,1.7722861656510947e-05,0.34190927555856465,,,,,,,,,,,
0.1393,11.294068336486816,1.770029338749718e-05,0.34529451591062965,,,,,,,,,,,
0.3175,9.504586219787598,1.7677725118483413e-05,0.34867975626269465,,,,,,,,,,,
0.2078,10.988702774047852,1.7655156849469647e-05,0.35206499661475965,,,,,,,,,,,
